"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"NO 70, 70-01, 70-02, 68-01, 68-02, 72-01, 72-02, JALAN KOTA 2/3, TAMAN CAHAYA KOTA PUTERI,    81750  MASAI Johor","","","1.496351","J/PJBWE 091/2025","103.844364","http://maps.google.com/?q=1.496351, 103.844364","LOVING MANSION CARE CENTRE","","17","012-3065355","2026-05-07T15:25:03.824Z","05.12.2025 - 04.12.2030"
"7651 C Lorong Penghulu Abbas, Bukit Baru,        75150  Melaka","","","2.2241887","M/PJB WE  010 / 2024","102.2724527","http://maps.google.com/?q=2.2241887 ,102.2724527","Lyna Care Centre","","18","06-2810702 / 012-8385944","2026-05-07T15:25:06.481Z","11.03.2024 - 10.03.2029"
"No.9, Jalan Dato Abu Bakar 16/1,  46350  WP Kuala Lumpur","","","3.12010","W/PJB WT 004/2023","101.64357","http://maps.google.com/?q=3.12010 ,101.64357","M.Y. Comfort Home Care Centre","","18","012-3837741","2026-05-07T15:25:06.481Z","19.01.2023 - 18.01.2028"
"NO.968, JALAN BELIMBING 6,  STARLIGHT PARK  70100 Seremban Negeri Sembilan","","","2.70099","N/PJB WT 08/2023","101.95627","http://maps.google.com/?q=2.70099 ,101.95627","MADAM YAP CARE CENTRE","","18","012-6702466","2026-05-07T15:25:06.481Z","17.05.2023 - 16.05.2028"
"NO 273, JALAN BUKIT EMAS 9, TAMAN BUKIT EMAS,  70450 Seremban Negeri Sembilan","","","2.68719","N/PJBWE002/2025","101.96755","http://maps.google.com/?q=2.68719, 101.96755","MADRE CARE CENTRE","","18","016-3219157","2026-05-07T15:25:06.481Z","21.01.2025 - 20.01.2030"
"NO.105, JALAN HUJAN BUBUK, TAMAN OVERSEAS UNION, 58200  WP Kuala Lumpur","","","3.06548","W/PJB WT 004/2022","101.68253","http://maps.google.com/?q=3.06548 ,101.68253","MAMA PAPA HOME CARE CENTRE","","18","0162107049","2026-05-07T15:25:06.482Z","12.04.2022 - 11.04.2027"
"No. 1, Jalan Soga Sutera 2, Taman Soga Sutera, 83000 Batu Pahat, Johor   83000  Johor","","","1.8551415","J/PJB WT 025/2023","102.9460391","http://maps.google.com/?q=1.8551415 ,102.9460391","MAREEA CARE CENTRE","","18","010-6669408","2026-05-07T15:25:06.482Z","14.08.2023 - 13.08.2028"
"No. 8, Jalan Hassan Al-Attas,   80100  Johor","","","1.506327","J/PJB WT 005/2022","103.758338","http://maps.google.com/?q=1.506327 ,103.758338","MASTER CARE CENTRE","","18","07-2073378","2026-05-07T15:25:06.482Z","19.01.2022 - 18.01.2027"
"5, JALAN DATO SULAIMAN, TAMAN ABAD, 80250 JOHOR BAHRU, JOHOR   80250  Johor","","","1.478708692164174","J/PJBWE006/2026","103.75704038053992","http://maps.google.com/?q=1.478708692164174, 103.75704038053992","MASTER CARE CENTRE (CAWANGAN TAMAN ABAD)","","18","011-10801805","2026-05-07T15:25:06.482Z","13.01.2026 - 12.01.2031"
"No. 1 & 2, Lorong 1, Taman Sri Idaman,  Jalan Padang Tembak, 36000 Teluk Intan  36000  Perak","","","3.9946701","A/PJB WT 026/2024","101.0180794","http://maps.google.com/?q=3.9946701 ,101.0180794","Medifa Home Care Centre","","18","017-2413007, 019-5604003","2026-05-07T15:25:06.482Z","02.04.2024 - 01.04.2029"
"NO.294-A, JALAN TEMIANG,    70200 Seremban Negeri Sembilan","mercyconvalescent@gmail.com","","2.74261","N/PJB WT 12/2023","101.94069","http://maps.google.com/?q=2.74261 ,101.94069","MERCY SENIOR CARE CENTRE","","18","012-6046615","2026-05-07T15:25:06.482Z","18.08.2023 - 17.08.2028"
"NO 42 TAMAN SOUTH EAST OFF JALAN TAMPIN LAMA  70100 SEREMBAN Negeri Sembilan","","","2.70112","N/PJB028/2025","101.96033","http://maps.google.com/?q=2.70112, 101.96033","MERCY SENIOR CARE CENTRE SDN BHD","","19","066328828","2026-05-07T15:25:09.549Z","25.06.2025 - 24.06.2030"
"NO. 1, JALAN AMAL 17,TAMAN HALIJAHTON, 42500 TELOK PANGLIMA GARANG, SELANGOR    42500 TELOK PANGLIMA GARANG Selangor","","","2.9051451","B/PJB WT 002/2026","101.4638857","http://maps.google.com/?q=2.9051451,	101.4638857","MERIAN WELLBEING AGED CARE CENTRE","","19","03-31234491","2026-05-07T15:25:09.550Z","15.01.2026 - 14.01.2031"
"No.53, Jalan Belinggai (59), Kepong Baru, 52100  WP Kuala Lumpur","","","3.20406","W/PJB WT 016/2023","101.64803","http://maps.google.com/?q=3.20406 ,101.64803","Merry Care Centre","","19","012-3711318","2026-05-07T15:25:09.550Z","04.07.2023 - 03.07.2028"
"42, Jalan Antoi 2, Kepong Baru, 52100  WP Kuala Lumpur","","","3.20858","W/PJB WT 015/2023","101.64476","http://maps.google.com/?q=3.20858 ,101.64476","Merry Care Centre","","19","03-62574153","2026-05-07T15:25:09.550Z","04.07.2023 - 03.07.2028"
"9A, JALAN PERMATA INDAH 2,  TAMAN PERMATA INDAH  08000 SUNGAI PETANI Kedah","","","5.7023615","K/PJB WE019/2025","100.3423597","http://maps.google.com/?q=5.7023615,100.3423597","MOON CARE CENTRE SDN BHD (CAWANGAN KEDUA)","","19","019-3694461","2026-05-07T15:25:09.550Z","18.08.2025 - 17.08.2030"
"1A, Lorong Canning, Canning Garden,  Ipoh,  31400  Perak","","","4.6009537","A/PJB WT 017/2019","101.1086084","http://maps.google.com/?q=4.6009537 ,101.1086084","Moonlight Care Centre","","19","012-5037779","2026-05-07T15:25:09.550Z","26.06.2019 - 25.06.2024"
"1C, Lorong Canning, Canning Garden,  Ipoh,  31400  Perak","moonlightcare@hotmail.com","-","4.6007976","A/PJB WT 053/2022","101.0941234","http://maps.google.com/?q=4.6007976 ,101.0941234","Moonlight Care Centre","","19","05-5496063, 012-5037779","2026-05-07T15:25:09.550Z","15.12.2022 - 14.12.2027"
"7, Jalan Bunga Raya, Pasir Puteh,  Ipoh,  31650  Perak","","","4.565713","A/PJB WT 004/2020","101.077424","http://maps.google.com/?q=4.565713 ,101.077424","Moonlight Care Centre","","19","012-5037779, 05-3234828","2026-05-07T15:25:09.551Z","04.02.2020 - 03.02.2025"
"1A, Lorong Canning,  Canning Garden, 31400 Ipoh  31400  Perak","moonlightcare@hotmail.com","","4.600959","A/PJB WT 045/2024","101.1082168","http://maps.google.com/?q=4.600959 ,101.1082168","Moonlight Care Centre","","19","05-5496063, 012-5037779","2026-05-07T15:25:09.551Z","12.08.2024 - 11.08.2029"
"NO. 335 			  BUKIT RASAH  70300 Seremban Negeri Sembilan","","","2.71035","N/PJB WE 24/2024","101.94703","http://maps.google.com/?q=2.71035 ,101.94703","MOTHER MARIA SENIOR CARE CENTRE","","19","013-6081579","2026-05-07T15:25:09.551Z","18.07.2024 - 17.07.2029"
"NO. 27, JALAN 7/6, SEKSYEN 7, 46050 PETALING JAYA, SELANGOR    46050  Selangor","","","3.096933361","B/PJB WT 023/2023","101.6437519","http://maps.google.com/?q=3.096933361	 ,101.6437519","MY AGED CARE CENTRE","","20","03-79322638","2026-05-07T15:25:12.824Z","13.12.2023 - 12.12.2028"
"NO. 528, JALAN 17/13, SEKSYEN 17, 46400 PETALING JAYA, SELANGOR    46400 PETALING JAYA Selangor","","","3.1234066","B/PJB WT 003/2025","101.6314301","http://maps.google.com/?q=3.1234066,	101.6314301","MY COMFORT HOME CARE CENTRE","","20","012-2190637","2026-05-07T15:25:12.829Z","26.02.2025 - 25.02.2030"
"NO. 12 JALAN PJU 8/7, DESA TEMUAN, DAMANSARA PERDANA 47820 PETALING JAYA, SELANGOR   47820  Selangor","","","3.16602","B/PJBWT 004/2022","101.60293","http://maps.google.com/?q=3.16602 ,101.60293","MY FATHER'S HOME CARE CENTRE","","20","019-3868890","2026-05-07T15:25:12.833Z","06.04.2022 - 05.04.2027"
"TINGKAT 2, NO. 51 JALAN ALOR AKAR TAMAN KUANTAN 25250  Pahang","","","3.821899","C/P JB WE 009/2023","103.342412","http://maps.google.com/?q=3.821899 ,103.342412","MY KPJ HOME","","20","09-5678588","2026-05-07T15:25:12.834Z","11.07.2023 - 10.07.2028"
"NO. 23, JALAN USJ 1/3B2, TAMAN SUBANG MEWAH, GRANDVILLE, 47600 SUBANG JAYA, SELANGOR    47600 SUBANG JAYA Selangor","","","3.054069","B/PJB WT 011/2025","101.606565","http://maps.google.com/?q=3.054069	101.606565","MY PRECIOUS HOME  CARE CENTRE","","20","016-3119469","2026-05-07T15:25:12.834Z","24.10.2025 - 23.10.2030"
"17, JALAN TAK NAK KIAT, NEW TAMPOI VILLAGE 81200 JOHOR BAHRU, JOHOR   81200  Johor","","","1.500379","J/PJBWE003/2026","103.703532","http://maps.google.com/?q=1.500379, 103.703532","NOBLE CARE CENTRE","","20","0162786993","2026-05-07T15:25:12.834Z","01.01.2026 - 31.12.2030"
"NO. 1412, TAMAN ANGGUR JAYA OFF JALAN RASAH  70300 SEREMBAN Negeri Sembilan","","","","N/PJBWE041/2025","","","NOBLE CARE CENTRE","","20","017-3615308","2026-05-07T15:25:12.834Z","12.09.2005 - 11.09.2030"
"Lot 4508(No.9), Jalan Bukit Pisang, Taman Shanghai, 58100  WP Kuala Lumpur","","","3.10137","W/PJB WT 023/2023","101.67895","http://maps.google.com/?q=3.10137 ,101.67895","Noble Care Centre","","20","017-3615308","2026-05-07T15:25:12.835Z","16.11.2023 - 15.11.2028"
"SCS G1 - G6, COUNTRY HEIGHT VILLAS 43000 KAJANG, SELANGOR  43000  Selangor","","","2.9996256","B/PJB WT 011/2021","101.7352921","http://maps.google.com/?q=2.9996256 ,101.7352921","NOBLE CARE CENTRE (3)","","20","016-7786795","2026-05-07T15:25:12.835Z","23.06.2021 - 22.06.2026"
"NO. 46-B, LORONG BALING OFF JALAN KAPAR, 41400 KLANG, SELANGOR    41400 KLANG Selangor","","","3.0547502","B/PJB WT 008/2026","101.4446271","http://maps.google.com/?q=3.0547502,	101.4446271","NOBLE HOME CARE CENTRE","","20","016-2786993","2026-05-07T15:25:12.836Z","14.04.2026 - 13.04.2031"
"No. 15 & 16, Taman Komuda,  Batu 2/2, Jalan Kuala Kedah Alor Setar 05400  Kedah","","","6.0972323","K/PJB WT 011/2024","100.3420341","http://maps.google.com/?q=6.0972323 ,100.3420341","Northern Cherish Care Centre Sdn. Bhd.","","21","012-5638049","2026-05-07T15:25:23.701Z","18.07.2024 - 17.07.2029"
"NO. 87, KAMPUNG TEBENGAU, KUALA KEDAH, ALOR SETAR  06600  Kedah","","","6.0467608","K/PJB WT 13/2023","100.3320375","http://maps.google.com/?q=6.0467608 ,100.3320375","NORTHERN RETIREMENT CARE CENTRE","","21","0124548333","2026-05-07T15:25:23.701Z","25.06.2023 - 24.06.2028"
"NO. 1099, JALAN BASEL LIKAS   88400  Sabah","","","5.988990","S/PJBWT/002-2024","116.100600","http://maps.google.com/?q=5.988990 ,116.100600","ONE HOME CARE CENTRE","","21","0168802631","2026-05-07T15:25:23.701Z","16.08.2024 - 15.08.2029"
"NO. 622, JALAN CAMAR 4, TAMAN YOON CHAN,  70100 SEREMBAN Negeri Sembilan","","","2.69750","N/PJHWE008/2025","101.95432","http://maps.google.com/?q=2.69750, 101.95432","ORCHIDS WELL CARE CENTRE","","21","012-6702466","2026-05-07T15:25:23.701Z","24.02.2025 - 23.02.2025"
"32A, Lorong Seri Impuan 1,  Taman Seri Impian  14000 Bukit Mertajam Pulau Pinang","","","5.3168666","P/PJB WT 028/2025","100.478958","http://maps.google.com/?q=5.3168666, 100.478958","Osem Care Sdn Bhd","","21","0174878232","2026-05-07T15:25:23.701Z","27.11.2025 - 26.11.2030"
"No. 11, Jalan Bunga Raya,  Pasir Putih,  Ipoh 30250  Perak","","","4.5657137","A/PJB WT 035/2021","101.0774246","http://maps.google.com/?q=4.5657137 ,101.0774246","Our Caring Home Care Centre","","21","016-5677565, 05-3227161","2026-05-07T15:25:23.701Z","28.06.2021 - 27.06.2026"
"No. 1 & 3, Jalan Voon Thian Soo,  Ipoh,  30250  Perak","","","4.5874003","A/PJB WT 056/2021","101.0837056","http://maps.google.com/?q=4.5874003 ,101.0837056","Our Home Care Centre","","21","019-5136661, 05-2546524","2026-05-07T15:25:23.702Z","05.10.2021 - 04.10.2026"
"No. 11, Hala Pegoh 2, RPT Pengkalan Pegoh Seberang,  Lahat,  31500  Perak","","","4.5358755","A/PJB WT 051/2018","101.076116","http://maps.google.com/?q=4.5358755 ,101.076116","Papa Mama Home","","21","016-5951750, 05-3233506","2026-05-07T15:25:23.702Z","21.12.2018 - 20.12.2023"
"NO.366, JALAN SAGA, KAMPUNG LIKAS,  88400  Sabah","","","5.9938306","S/PJB WT/001-2020","0116.1104247","http://maps.google.com/?q=5.9938306 ,0116.1104247","PASSION CARE CENTRE","","21","0138109963","2026-05-07T15:25:23.702Z","15.05.2020 - 14.05.2025"
"No.16, Jalan 13B, Salak Selatan Baru,  57100  WP Kuala Lumpur","","","3.08534","W/PJB WT 002/2021","101.71017","http://maps.google.com/?q=3.08534 ,101.71017","Persatuan Kebajikan Ti-Ratana, Kuala Lumpur","","21","03-79881888","2026-05-07T15:25:23.702Z","08.04.2021 - 07.04.2026"
"JKR  396 JALAN  KWENG  HITAM ULU  SAT  18500  Kelantan","","","5.7852","D/PJH WE  11/2023","102.214","http://maps.google.com/?q=5.7852 ,102.214","PERTUBUHAN  PUSAT  AKTIVITI  WARGA EMAS  BESTARI  MACHANG","","22","014 802  3612","2026-05-07T15:25:26.605Z","07.12.2023 - 06.12.2028"
"TL JMR 31 KN LOT 3662, SAGIL PT3,   84900 TANGKAK Johor","","","2.2819204824873536","J/PJBWE084/2025","102.6163971156677","http://maps.google.com/?q=2.2819204824873536, 102.6163971156677","PERTUBUHAN KEBAJIKAN WARGA EMAS AL-QAID TANGKAK JOHOR","","22","019-7735103","2026-05-07T15:25:26.605Z","23.10.2025 - 22.10.2030"
"3069, Jalan Sultan Abdullah,  Teluk Intan,  36000  Perak","","","4.0065131","A/PJB WT 012/2019","101.0148724","http://maps.google.com/?q=4.0065131 ,101.0148724","Pertubuhan Kebajikan Warga Tua ""Anning"" Teluk Intan, Perak","","22","016-5554130, 05-6223069","2026-05-07T15:25:26.605Z","22.03.2019 - 21.03.2024"
"3069, Jalan Sultan Abdullah,  Teluk Intan,  36000  Perak","anning3069@gmail.com","","4.0065078","A/PJB WT 012/2019","101.0148724","http://maps.google.com/?q=4.0065078 ,101.0148724","Pertubuhan Kebajikan Warga Tua ""Anning"" Teluk Intan, Perak","","22","016-5554130, 05-6223069","2026-05-07T15:25:26.605Z","22.03.2019 - 21.03.2024"
"No.2-13 Jalan Warga Emas  Triang  28300  Pahang","","","3.255361","C/P JB WE 010/2021","102.424640","http://maps.google.com/?q=3.255361 ,102.424640","Pertubuhan Pengurusan Rumah Kebajikan Warga Emas Sang Riang","","22","09-2556675","2026-05-07T15:25:26.606Z","07.07.2021 - 06.07.2026"
"DEWAN ORANG RAMAI TAMAN MELANG, MUKIM AMPANG TINGGI,  72000 KUALA PILAH Negeri Sembilan","","","2.73356","N/PJHWE009/2025","102.23456","http://maps.google.com/?q=2.73356, 102.23456","PERTUBUHAN PUSAT AKTIVITI WARGA EMAS DAERAH KUALA PILAH","","22","019-6540079","2026-05-07T15:25:26.606Z","24.02.2025 - 23.02.2030"
"NO. 16, JALAN BATU HAMPAR   71300 REMBAU Negeri Sembilan","","","","N/PJHWE020/2025","","","PERTUBUHAN PUSAT AKTIVITI WARGA EMAS DAERAH REMBAU","","22","016-5328217","2026-05-07T15:25:26.697Z","10.04.2025 - 09.04.2030"
"BANGUNAN BALAI TRAFIK LAMA BALAI POLIS MENTAKAB   28400 MENTAKAB Pahang","","","3.4850271944228597","C/PJHWE006/2026","102.34512988004049","http://maps.google.com/?q=3.4850271944228597, 102.34512988004049","PERTUBUHAN PUSAT AKTIVITI WARGA EMAS MENTAKAB","","22","0129220558","2026-05-07T15:25:26.697Z","11.02.2026 - 10.02.2031"
"459A, KUARTERS PEJABAT DAERAH TAMPIN BATU 1 JALAN SEREMBAN  73000 TAMPIN Negeri Sembilan","","","","N/PJHWE021/2025","","","PERTUBUHAN PUSAT AKTIVITI WARGA EMAS TAMPIN (PAWE)","","22","017-3138550","2026-05-07T15:25:26.700Z","22.04.2025 - 21.04.2030"
"Lot 474, Jalan Padang, Sungai Buloh,  Sungai Siput (U)  31100  Perak","","","4.8175693","A/PJB WT 045/2018","101.0668218","http://maps.google.com/?q=4.8175693 ,101.0668218","Pertubuhan Wa Khiew Yi Shea Sungai Siput, Perak","","22","016-5663869, 05-5987195","2026-05-07T15:25:26.700Z","16.11.2018 - 15.11.2023"
"NO. 277, LORONG SETIA, JALAN PARIT MESJID PONTIAN  82000  Johor","","","1.4968194","J/PJB WT 039/2021","103.4098581","http://maps.google.com/?q=1.4968194 ,103.4098581","PINE TREE HOME CARE CENTRE","","23","013-3123333","2026-05-07T15:25:29.773Z","03.08.2021 - 02.08.2026"
"20 JALAN 14/30, 46100 PETALING JAYA, SELANGOR   46100  Selangor","","","3.108849","B/PJB  WT 008/2019","101.633738","http://maps.google.com/?q=3.108849   ,101.633738","PJ CARE CENTRE","","23","012-7025534","2026-05-07T15:25:29.774Z","31.12.2019 - 30.12.2024"
"NO. 20, JALAN 14/30, 46100 PETALING JAYA, SELANGOR    46100 PETALING JAYA Selangor","","","3.1087","B/PJB WT 005/2025","101.63382","http://maps.google.com/?q=3.1087	101.63382","PJ CARE CENTRE","","23","0162700469","2026-05-07T15:25:29.774Z","14.05.2025 - 13.05.2030"
"No 7, Lot 4552, Jalan Lurah 7, Kempas Baru   , 81200  Johor Bahru Johor","","","1.5304612735162373","J/PJBWE053/2025","103.71309606754926","http://maps.google.com/?q=1.5304612735162373, 103.71309606754926","PLEASURE CARE CENTRE (CAWANGAN)","","23","012-7523136","2026-05-07T15:25:29.774Z","21.07.2025 - 20.07.2030"
"NO 541 LORONG JAMBU 5/1 TAMAN SUNGAI UJONG   70300 Seremban Negeri Sembilan","","","2.6850860260954414","N/PJB WE 18/2024","101.93273869832254","http://maps.google.com/?q=2.6850860260954414, 101.93273869832254 ,2.6850860260954414, 101.93273869832254","PRESTIGE SENIOR CARE CENTRE","","23","0163519444","2026-05-07T15:25:29.774Z","27.05.2024 - 26.05.2029"
"No. 18 & 20, Laluan Desa Lahat 11,  Taman Pasir Wang,  Lahat, 31500  Perak","","","4.5467841","A/PJB WT 041/2021","101.0504477","http://maps.google.com/?q=4.5467841 ,101.0504477","Pure Home Care Centre","","23","018-2331128, 016-5554130","2026-05-07T15:25:29.775Z","04.08.2021 - 03.08.2026"
"No. 3069, Jalan Sultan Abdullah,    36000  Perak","","","4.0064335","A/PJB WT 041/2024","101.0171039","http://maps.google.com/?q=4.0064335 ,101.0171039","Pure Home Care Centre","","23","012-5423770, 018-2331128","2026-05-07T15:25:29.775Z","08.08.2024 - 07.08.2029"
"JALAN  PADANG TEMBAK PENGKALAN CHEPA KELANTAN 16100  Kelantan","","","584485","D/PJH WE  002/2023","1038","http://maps.google.com/?q=584485 ,1038MY10","PUSAT  AKTIVITI WARGA  EMAS (PAWE) KEMUMIN","","23","09-7733023","2026-05-07T15:25:29.775Z","13.03.2023 - 12.03.2028"
"LOT 1961, JALAN YAHYA AHMAD,  23000 DUNGUN TERENGGANU  23000 DUNGUN Terengganu","pawedungun01@gmail.com","","","T/PJHWE005/2026","","http://maps.google.com/?q=4.757135 /103.416966","PUSAT  AKTIVITI WARGA EMAS (PAWE) DUNGUN","","23","0148348430 /103.416966","2026-05-07T15:25:29.775Z","03.03.2026 - 02.03.2031"
"PT3426 JALAN TEMBILA, KAMPUNG PAYA RAWA, 22200 BESUT, TERENGGANU    22200 BESUT Terengganu","","","5.7332","T/PJH WE 026/2023","102.613","http://maps.google.com/?q=5.7332 ,102.613","PUSAT  AKTIVITI WARGA EMAS (PAWE) KG RAJA  BESUT","","23","0199347273","2026-05-07T15:25:29.776Z","14.01.2024 - 13.01.2029"
"JALAN TASEK, WAKAF DUA, BUKIT PAYONG, 21400 MARANG TERENGGANU   21400 MARANG Terengganu","","","","","","http://maps.google.com/?q=5.256801 /103.095891","PUSAT  AKTIVITI WARGA EMAS (PAWE) MARANG","","24","0199455538","2026-05-07T15:25:33.151Z","04.06.2025 - 03.06.2030"
"No 44 , Jalan Thomas, Bukit Dumbar  Georgetown 11700 Georgetown Pulau Pinang","","","5.22542","P/PJB WT 011/2024","100.18437","http://maps.google.com/?q=5.22542 ,100.18437","Pusat  Jagaan Warga Emas Intan","","24","0194111923","2026-05-07T15:25:33.152Z","20.05.2024 - 19.05.2029"
"DEWAN BANDAR 32, PAWE,   28200  Pahang","","","3.2593127297092694","C/PJH WE 016/2023","102.60435766957062","http://maps.google.com/?q=3.2593127297092694 ,102.60435766957062","Pusat Aktiviti Warga Emas (PAWE) Daerah Bera","","24","013-2477293","2026-05-07T15:25:33.152Z","29.11.2023 - 28.11.2028"
"BANGUANAN KOMPLEKS PENYAYANG KAMPUNG TIRAM JALAN PINTASAN BUKIT SETONGKOL 25200 KUANTAN Pahang","","","3.8113228526186753","C/PJHWE014/2024","103.29212651166004","http://maps.google.com/?q=3.8113228526186753, 103.29212651166004","PUSAT AKTIVITI WARGA EMAS (PAWE) KOMPLEKS PENYAYANG KUANTAN","","24","0199521144","2026-05-07T15:25:33.152Z","14.11.2024 - 13.11.2029"
"WISMA PENEROKA  JALAN BELIAN JENGKA 26400 JENGKA Pahang","","","3.7663645884308785","","102.54916912752226","http://maps.google.com/?q=3.7663645884308785, 102.54916912752226","PUSAT AKTIVITI WARGA EMAS BANDAR TUN RAZAK JENGKA","","24","019-9604296","2026-05-07T15:25:33.198Z","13.03.2026 - 12.03.2031"
"BANGUNAN KUARTERS JKR,  NO PWD 98,  JALAN KOLAM AIR 21700 KUALA BERANG, HULU TERENGGANU, MALAYSIA   217000 KUALA BERANG  Terengganu","","","5.3215232","T/PJ H WE 005/2025","103.1405568","http://maps.google.com/?q=5.3215232,103.1405568","PUSAT AKTIVITI WARGA EMAS HULU TERENGGANU","","24","01119912238","2026-05-07T15:25:33.198Z","11.03.2025 - 10.03.2030"
"NO. 130A, KAMPUNG SERTING ILIR JALAN BAHAU - BATU KIKIR  72100 BAHAU Negeri Sembilan","","","","N/PJHWE016/2025","","","PUSAT AKTIVITI WARGA EMAS JEMPOL","","24","017-6832966","2026-05-07T15:25:33.198Z","27.03.2025 - 26.03.2030"
"JALAN DATO' HAJI RASHID, KUALA KLAWANG, 71600 JELEBU, NEGERI SEMBILAN   71600 Kuala Klawang Negeri Sembilan","","","2.9382374","N/PJH WE 28/2024","102.0654872","http://maps.google.com/?q=2.9382374 ,102.0654872","PUSAT AKTIVITI WARGA EMAS KUALA KLAWANG","","24","019-6212175","2026-05-07T15:25:33.199Z","14.08.2024 - 13.08.2029"
"JKR 3471, KG BARU SIKAMAT   70400 SEREMBAN Negeri Sembilan","","","2.74558","N/PJHWE003/2026","101.96699","http://maps.google.com/?q=2.74558, 101.96699","PUSAT AKTIVITI WARGA EMAS SIKAMAT","","24","019-6207311","2026-05-07T15:25:33.199Z","05.03.2026 - 04.03.2031"
"No. 1, Parit Pulai, Jalan Temengong Ahmad, 84000 Muar, Johor   84000 Muar Johor","","","1.9995485817174254","J/PJBWE012/2026","102.62869099800562","http://maps.google.com/?q=1.9995485817174254, 102.62869099800562","Pusat Jagaan  Warga Emas Wcc","","24","013-794428","2026-05-07T15:25:33.199Z","21.01.2026 - 20.01.2031"
"PTD 16149, Jalan Seri 15, Taman Seri Bakri 111, muar   84000  Johor","","","","J/PJB WT 013/2022","","http://maps.google.com/?q= 4.210484 ,101.975766","PUSAT JAGAAN AI XIN","","25","010-5395593","2026-05-07T15:25:35.726Z","05.04.2022 - 04.04.2027"
"KOMPLEKS BAITUR RAHAH, KM2, JALAN PEKAN-KUANTAN,  26600 PEKAN Pahang","","","3.524729378818535","PPM-005-06-23022024","103.39370724547358","http://maps.google.com/?q=3.524729378818535, 103.39370724547358","PUSAT JAGAAN AISYAH AL-IMAN","","25","0199888798","2026-05-07T15:25:35.726Z","08.05.2025 - 07.05.2030"
"NO. 140, JALAN SK 3/8 43300 SERI KEMBANGAN, SELANGOR   43300  Selangor","","","3.02313","B/PJBWT 010/2022","101.70087","http://maps.google.com/?q=3.02313 ,101.70087","PUSAT JAGAAN AMAN DAMAI","","25","012-9123143","2026-05-07T15:25:35.726Z","09.09.2022 - 08.09.2027"
"NO. 29, PERSIARAN MINANG 3, TAMAN MINANG, 56000 CHERAS KUALA LUMPUR    56000  Selangor","","","3.0559321","B/PJB WT 018/2024","101.7504866","http://maps.google.com/?q=3.0559321,	 ,101.7504866","PUSAT JAGAAN AN XIE","","25","012-2069876","2026-05-07T15:25:35.727Z","19.07.2024 - 18.07.2029"
"No. 141, Jalan Dato' Lau Pak Khuan,  Taman Ipoh,  Ipoh, 31400 Ipoh Perak","chuaeumua@gmail.com","","4.6123789","A/PJB WE 010/2026","101.1133922","http://maps.google.com/?q=4.6123789 ,101.1133922","Pusat Jagaan Belaian Jiwa","","25","012-5846754","2026-05-07T15:25:35.727Z","03.03.2026 - 02.03.2031"
"No. 102, Persiaran Lemak, Taman Segar, Cheras,  56100  WP Kuala Lumpur","jason2848@gmail.com","","3.08916","W/PJB WT 007/2022","101.74730","http://maps.google.com/?q=3.08916 ,101.74730","PUSAT JAGAAN BERKAT KASIH","","25","012-2541650","2026-05-07T15:25:35.727Z","24.09.2022 - 23.09.2027"
"No. 30, Kampung Bindu, Mukim 6, Tongkang Pechah, 83010 Batu Pahat, Johor   83000  Johor","","","1.9034337","J/PJB WT 021/2023","102.9542493","http://maps.google.com/?q=1.9034337 ,102.9542493","PUSAT JAGAAN BETHANY ELDERLY HOME","","25","07-4152252","2026-05-07T15:25:35.727Z","12.07.2023 - 11.07.2028"
"234 JALAN REKO,  KAJANG  43000  Selangor","","","2.977490","B/PJB WT 002/2020","101.787711","http://maps.google.com/?q=2.977490 ,101.787711","PUSAT JAGAAN BEVERLY CARE HOME","","25","03-87370076","2026-05-07T15:25:35.727Z","12.02.2020 - 11.02.2025"
"Lot 2185 (Old Lot 183)  Block KCLD                                                                                                                                              Jalan Landeh Kota Padawan             93250  Sarawak","","","1.4104692362728717","Q/PJB WT/20/2018","110.29589891304757","http://maps.google.com/?q=1.4104692362728717 ,110.29589891304757","Pusat Jagaan Catholic Home Management Services SDN. BHD.","","25","082-381262","2026-05-07T15:25:35.728Z","11.12.2018 - 10.12.2023"
"291, Persiaran Cinta Sayang Sungai Petani  08000  Kedah","","","5.657170","K/PJB WT 017/2021","100.519642","http://maps.google.com/?q=5.657170 ,100.519642","PUSAT JAGAAN CINTA SAYANG","","25","012-5292686","2026-05-07T15:25:35.728Z","04.08.2021 - 03.08.2026"
"SS-G-23, 24 (23A) & 25, GROUND FLOOR, SKYPOD SQUARE PERSIARAN PUCHONG JAYA SELATAN PUCHONG 47100   Selangor","","","3.0229.8","B/PJB WT 004/2020","101.3708.8","http://maps.google.com/?q=3.0229.8 ,101.3708.8E","PUSAT JAGAAN COMPLETE DELIGHT SDN. BHD (2)","","26","012-3495811","2026-05-07T15:25:38.424Z","17.02.2020 - 16.02.2025"
"LOT 3530 JALAN BESAR BATU 9, KAMPUNG PULAU MERANTI PUCHONR 47120  Selangor","","","2.963294","B/PJB WT 001/2020","101.621725","http://maps.google.com/?q=2.963294 ,101.621725","PUSAT JAGAAN DAN RAWATAN ORANG TUA AL IKHLAS","","26","012-7713743","2026-05-07T15:25:38.424Z","16.01.2020 - 15.01.2025"
